RecordID,Timestamp,Latitude,Longitude,AreaType,WeatherConditions,TimeOfDay,MovementPatterns,ThermalAnomalies,UnusualObjectsDetected,ObjectType,SoundAnomalies,ElectromagneticSignals,ProximityToSensitiveAreas,RecentActivityLevel,VehicleDensity,HumanPresence,StructureChangeDetection,PastCriminalActivity,ProximityToMilitaryInstallations,LawEnforcementPresence,SuspiciousActivityDetected,Distance (km),NearestMilitaryCamp
889,2023-02-16 12:58:00,33.67905754695821,74.48006364032884,border_zone,windy,evening,moving_fast,no,no,missile,yes,strong,yes,low,4,156,yes,yes,no,high,0,45.77,Kupwara Base
890,2023-10-21 09:14:00,32.655662023335886,74.3817614162214,rural,foggy,afternoon,moving_slow,no,yes,unknown,yes,weak,yes,high,28,95,yes,no,yes,medium,1,1.31,Kupwara Base
891,2023-03-14 23:27:00,33.82220082955441,72.99238711951097,forest,rainy,afternoon,stationary,no,no,drone,no,none,yes,low,28,4,yes,yes,no,low,1,35.3,Baramulla Post
892,2023-07-28 02:33:00,35.144825516674025,73.76741701078707,forest,clear,afternoon,stationary,yes,no,none,no,none,yes,medium,42,131,no,yes,yes,low,0,29.25,Kupwara Base
893,2023-04-30 08:15:00,33.908093108409574,73.22725383092946,forest,clear,evening,moving_slow,no,no,drone,no,strong,no,low,39,161,no,yes,yes,medium,0,27.63,Kupwara Base
894,2023-11-03 07:29:00,33.016759946464155,73.93912400709048,border_zone,windy,evening,stationary,yes,no,unknown,no,weak,yes,low,18,31,yes,yes,yes,medium,0,49.03,Baramulla Post
895,2023-08-25 22:52:00,32.74382679228292,74.64740774316482,border_zone,cloudy,evening,stationary,yes,yes,drone,no,strong,no,medium,28,43,no,no,no,high,1,46.56,Baramulla Post
896,2023-05-18 08:52:00,33.70879615746115,75.1136184217369,urban,cloudy,evening,stationary,yes,yes,sniper,yes,none,no,medium,42,22,no,yes,yes,medium,0,0.33,Baramulla Post
897,2023-04-11 22:58:00,33.76786640895221,73.92449026220368,rural,foggy,afternoon,hovering,no,yes,drone,no,strong,yes,low,20,57,yes,no,yes,low,0,13.0,Jammu Camp
898,2023-02-26 06:59:00,32.5034027102621,73.87966826843588,rural,windy,morning,moving_slow,no,no,missile,yes,strong,no,low,0,132,no,yes,no,high,1,26.64,Baramulla Post
899,2023-08-19 14:34:00,33.50691733531584,73.89671485431658,mountain,windy,evening,hovering,yes,yes,drone,yes,none,no,medium,41,127,no,no,no,medium,0,49.3,Srinagar Base
900,2023-05-13 11:54:00,35.030736037236174,75.3710372377494,rural,rainy,afternoon,stationary,yes,no,drone,no,strong,yes,low,2,97,no,yes,no,low,1,10.11,Kupwara Base
901,2023-09-25 18:19:00,35.19048521702913,73.8257384724241,border_zone,rainy,night,stationary,yes,no,missile,yes,none,no,medium,16,81,yes,yes,yes,medium,1,23.01,Kupwara Base
902,2023-04-06 12:52:00,32.96920615210687,73.16795603477655,mountain,clear,afternoon,moving_fast,yes,no,none,yes,none,no,low,14,162,no,no,yes,medium,0,26.56,Baramulla Post
903,2023-08-04 06:37:00,32.9458547312422,74.13111877993393,border_zone,foggy,morning,stationary,no,yes,missile,yes,weak,no,low,34,175,no,no,no,high,0,15.82,Baramulla Post
904,2023-08-09 01:22:00,34.94383935009057,73.77144376956956,forest,windy,afternoon,moving_slow,yes,no,none,yes,none,no,high,44,10,no,no,no,high,1,8.82,Kupwara Base
905,2023-04-07 05:50:00,34.91665980388555,75.32206833974249,rural,rainy,afternoon,moving_fast,no,yes,drone,yes,none,no,low,37,187,yes,yes,no,low,1,11.61,Srinagar Base
906,2023-04-27 09:52:00,34.05579675225767,73.06248791072512,border_zone,windy,night,moving_fast,no,no,sniper,yes,weak,yes,low,38,86,no,yes,no,high,0,24.49,Srinagar Base
907,2023-09-04 04:14:00,34.44837666758015,75.02470302736047,mountain,cloudy,evening,hovering,no,no,none,no,none,no,medium,26,181,yes,no,yes,high,1,47.08,Srinagar Base
908,2023-09-04 01:21:00,33.94618113917802,73.81671152839355,urban,rainy,afternoon,moving_slow,yes,yes,sniper,yes,strong,no,low,21,103,yes,yes,yes,medium,1,42.43,Jammu Camp
909,2023-01-03 05:33:00,34.977726556884896,73.99206356680611,urban,windy,night,hovering,yes,no,none,yes,weak,yes,low,3,187,yes,yes,no,high,0,47.87,Jammu Camp
910,2023-10-19 12:36:00,35.26091325823669,73.64448911215511,forest,windy,night,stationary,no,no,sniper,yes,none,yes,medium,0,125,yes,no,yes,low,1,48.87,Jammu Camp
911,2023-03-20 05:50:00,33.685458847253436,72.6345941162374,urban,windy,evening,stationary,yes,yes,sniper,no,weak,no,low,43,23,no,no,no,low,0,24.55,Jammu Camp
912,2023-12-18 22:22:00,34.00583966680824,73.9864022553313,mountain,foggy,night,moving_slow,yes,yes,missile,yes,strong,yes,high,40,192,yes,no,no,medium,1,14.03,Jammu Camp
913,2023-10-06 05:21:00,35.186622446239504,74.79965827184606,rural,windy,evening,stationary,no,yes,sniper,yes,strong,yes,medium,7,67,yes,no,yes,medium,1,19.51,Jammu Camp
914,2023-10-01 11:49:00,32.860723916335076,74.79608695208898,mountain,windy,afternoon,moving_fast,yes,yes,sniper,no,weak,no,low,9,38,no,yes,no,low,0,13.32,Srinagar Base
915,2023-10-07 03:08:00,33.10507894386555,74.64432055262355,urban,cloudy,night,moving_slow,yes,no,sniper,no,weak,yes,medium,20,100,yes,no,no,medium,1,18.41,Jammu Camp
916,2023-04-29 10:32:00,34.25085413787967,75.24957948595542,mountain,rainy,night,stationary,no,no,none,yes,weak,yes,low,50,134,yes,yes,no,medium,0,44.4,Jammu Camp
917,2023-11-09 18:01:00,33.87251623099931,72.67479758471816,forest,clear,night,moving_slow,no,yes,drone,yes,weak,yes,low,19,106,yes,no,yes,high,0,31.55,Jammu Camp
918,2023-05-26 11:35:00,33.66944245340242,73.43681009843206,border_zone,clear,night,stationary,no,yes,none,no,weak,yes,low,8,95,no,yes,yes,high,1,41.91,Kupwara Base
919,2023-02-17 12:05:00,35.38584744057797,75.10107334609818,border_zone,cloudy,morning,hovering,yes,no,unknown,yes,strong,yes,high,14,175,yes,no,yes,medium,0,36.98,Kupwara Base
920,2023-03-11 01:43:00,34.25391775940389,73.76526397977466,border_zone,rainy,afternoon,moving_fast,yes,yes,unknown,no,none,no,high,2,158,no,yes,yes,high,0,4.33,Baramulla Post
921,2023-11-25 23:56:00,33.43535029949061,74.58853450361558,rural,rainy,night,moving_slow,no,yes,drone,no,strong,no,low,21,12,yes,yes,yes,low,1,21.85,Kupwara Base
922,2023-12-13 22:36:00,33.170839754239246,74.70615993577816,mountain,foggy,night,stationary,no,no,drone,yes,weak,no,low,0,8,no,yes,no,medium,1,0.27,Kupwara Base
923,2023-11-01 15:31:00,34.69801465458407,73.55419664618623,border_zone,clear,afternoon,stationary,no,no,missile,no,strong,no,high,1,149,yes,no,yes,medium,1,4.44,Baramulla Post
924,2023-02-19 12:50:00,35.189511958242306,72.56206652332484,forest,rainy,night,moving_fast,yes,no,unknown,yes,strong,no,low,31,91,no,yes,no,low,0,15.56,Jammu Camp
925,2023-01-25 04:06:00,35.44934356914775,74.34597617943209,rural,windy,night,moving_slow,no,no,unknown,yes,strong,yes,low,43,134,no,yes,yes,low,1,39.8,Kupwara Base
926,2023-09-30 06:52:00,33.02514556440407,73.2801208844449,urban,windy,evening,moving_fast,yes,yes,drone,no,weak,no,low,20,21,yes,yes,yes,low,0,13.14,Jammu Camp
927,2023-05-20 18:25:00,33.62923792577255,74.78045761954641,border_zone,windy,afternoon,stationary,yes,yes,unknown,yes,weak,yes,high,36,42,no,yes,yes,medium,1,35.43,Baramulla Post
928,2023-03-24 21:14:00,35.06063092304578,73.67378600231675,forest,foggy,night,hovering,no,yes,missile,no,weak,no,low,27,64,no,yes,no,medium,1,15.79,Kupwara Base
929,2023-09-30 13:02:00,32.67444281073463,73.18366800155523,border_zone,clear,night,stationary,yes,no,drone,yes,weak,no,medium,27,74,no,no,no,low,0,29.17,Jammu Camp
930,2023-04-11 22:12:00,35.262936876538205,74.14743271515722,forest,windy,morning,moving_slow,yes,no,drone,yes,strong,yes,low,40,1,yes,yes,no,high,1,1.83,Srinagar Base
931,2023-10-04 22:59:00,34.37222783298736,73.48544436643844,border_zone,rainy,morning,stationary,no,no,sniper,no,none,no,medium,14,13,no,no,no,medium,0,27.47,Baramulla Post
932,2023-11-22 00:19:00,33.13515798063867,72.68138656333058,urban,rainy,night,stationary,no,no,missile,yes,weak,no,high,1,103,no,no,no,high,1,32.14,Srinagar Base
933,2023-06-22 03:34:00,33.34257579721993,73.83423164062687,border_zone,foggy,afternoon,hovering,yes,yes,drone,yes,strong,no,medium,39,116,yes,yes,no,medium,0,32.43,Baramulla Post
934,2023-08-23 07:13:00,32.99499674560961,74.12093318225574,rural,windy,evening,moving_slow,no,yes,none,no,none,yes,medium,15,169,yes,yes,no,high,0,28.96,Srinagar Base
935,2023-07-09 09:36:00,33.404645753113556,72.85858654494196,mountain,cloudy,morning,stationary,no,no,unknown,no,weak,yes,low,1,6,no,no,yes,high,0,6.86,Baramulla Post
936,2023-12-01 18:36:00,35.46935231422501,74.69077331082073,urban,cloudy,afternoon,moving_slow,no,no,drone,no,weak,yes,high,17,40,no,yes,yes,high,1,31.95,Kupwara Base
937,2023-12-01 00:23:00,34.852345470869835,73.47362065342132,urban,rainy,evening,moving_fast,yes,no,drone,no,weak,yes,high,12,59,no,yes,no,medium,1,6.29,Kupwara Base
938,2023-01-09 01:39:00,34.85124676748056,73.70168325503556,mountain,clear,morning,stationary,yes,no,sniper,no,weak,yes,medium,42,194,yes,no,yes,high,0,15.04,Kupwara Base
939,2023-05-11 05:15:00,34.705513564479816,73.38365768737982,forest,foggy,morning,hovering,yes,no,missile,yes,weak,yes,high,16,165,no,yes,yes,medium,0,23.76,Srinagar Base
940,2023-12-12 04:30:00,34.32312124574709,73.88191039847597,rural,rainy,morning,moving_fast,yes,no,none,no,none,no,low,18,140,yes,yes,no,high,1,37.1,Kupwara Base
941,2023-11-22 08:41:00,35.080710878196356,75.22887440603792,forest,rainy,night,moving_fast,yes,yes,drone,no,none,yes,medium,19,64,yes,yes,no,high,1,48.5,Baramulla Post
942,2023-05-10 10:13:00,32.688085827667386,74.2591259898282,forest,clear,morning,hovering,yes,no,missile,yes,none,no,medium,16,197,no,yes,no,high,1,29.8,Jammu Camp
943,2023-03-08 23:54:00,32.878735938985585,72.89696403322287,rural,rainy,morning,stationary,yes,yes,sniper,yes,strong,yes,medium,29,143,no,no,yes,low,0,10.16,Jammu Camp
944,2023-07-18 07:57:00,33.98665631790964,73.79809971731443,rural,foggy,afternoon,moving_slow,yes,yes,none,yes,strong,no,low,16,60,yes,yes,no,high,0,46.82,Jammu Camp
945,2023-08-28 06:45:00,35.07907018226623,72.95163446586936,rural,foggy,afternoon,stationary,no,no,sniper,yes,strong,no,low,8,115,no,yes,no,high,1,10.84,Kupwara Base
946,2023-05-26 09:02:00,35.177203795253455,72.79133499991015,rural,rainy,afternoon,moving_slow,no,no,drone,yes,strong,yes,high,8,9,no,yes,yes,medium,1,47.87,Srinagar Base
947,2023-12-28 17:36:00,33.40022755111616,74.2249474167983,border_zone,cloudy,night,stationary,no,no,drone,yes,weak,no,medium,43,18,yes,yes,no,high,1,9.56,Kupwara Base
948,2023-06-08 11:44:00,33.55966762845984,75.30317063426499,rural,cloudy,afternoon,moving_slow,yes,yes,missile,no,weak,no,medium,47,43,no,no,no,high,1,30.81,Baramulla Post
949,2023-05-21 22:39:00,35.09886188212346,73.50383193580035,rural,clear,evening,stationary,no,yes,missile,yes,strong,no,high,27,194,no,no,no,low,0,0.42,Kupwara Base
950,2023-11-28 09:48:00,33.54763925380532,74.99194563609342,border_zone,rainy,evening,hovering,no,yes,drone,no,weak,yes,high,15,102,no,yes,yes,low,0,16.38,Srinagar Base
951,2023-01-08 23:45:00,34.298904747288624,74.14014960248785,rural,clear,night,moving_fast,yes,no,missile,yes,weak,yes,medium,7,171,yes,yes,no,high,0,16.97,Srinagar Base
952,2023-12-11 17:49:00,33.26248259478431,74.28387716427692,border_zone,clear,morning,hovering,yes,yes,none,no,none,yes,high,12,191,yes,yes,no,medium,1,44.7,Kupwara Base
953,2023-09-29 18:08:00,35.487416245845125,75.35059925646831,border_zone,foggy,afternoon,stationary,yes,no,drone,no,none,no,medium,15,154,no,no,yes,medium,0,3.87,Baramulla Post
954,2023-11-20 09:30:00,32.617227553214626,73.66224210686907,border_zone,foggy,morning,moving_slow,no,no,missile,no,strong,no,low,21,179,no,yes,no,low,0,23.76,Jammu Camp
955,2023-12-06 01:42:00,32.7017933455151,74.15062691823456,rural,foggy,morning,moving_fast,yes,yes,drone,no,none,yes,medium,18,190,no,no,yes,low,0,4.26,Kupwara Base
956,2023-02-19 17:19:00,34.053183430090826,74.16862815024267,mountain,rainy,afternoon,moving_fast,no,no,drone,yes,strong,no,medium,34,189,no,yes,no,medium,0,17.97,Baramulla Post
957,2023-01-28 13:40:00,35.15156866969984,72.5422184947067,urban,foggy,evening,hovering,yes,yes,drone,yes,weak,yes,medium,48,149,yes,yes,no,low,0,33.71,Kupwara Base
958,2023-12-27 00:49:00,34.40362876341025,73.84673634490774,forest,foggy,evening,hovering,no,yes,unknown,no,none,no,medium,38,70,yes,no,yes,low,1,47.5,Srinagar Base
959,2023-08-04 15:28:00,32.796462457583225,74.50158197449566,forest,clear,night,moving_slow,yes,no,sniper,no,strong,yes,low,39,111,no,no,no,medium,0,33.85,Kupwara Base
960,2023-08-18 14:42:00,33.09270826884751,72.81856478874815,rural,rainy,afternoon,moving_slow,no,yes,drone,yes,strong,no,low,4,80,yes,yes,yes,medium,0,16.34,Baramulla Post
961,2023-11-25 03:49:00,33.905535371587085,75.10614663300291,urban,cloudy,morning,moving_fast,yes,no,drone,yes,weak,no,high,40,10,yes,no,no,medium,1,33.57,Baramulla Post
962,2023-05-18 20:10:00,33.17795369544792,73.8158845935331,forest,clear,morning,moving_slow,yes,yes,sniper,yes,weak,yes,high,1,26,no,yes,no,low,0,32.89,Baramulla Post
963,2023-03-20 12:07:00,35.01613315905493,74.35809708452959,rural,windy,night,stationary,no,yes,unknown,yes,strong,yes,low,29,186,yes,no,yes,low,1,2.41,Srinagar Base
964,2023-07-01 00:37:00,33.00595085920128,75.35123881016668,mountain,rainy,afternoon,moving_slow,yes,no,none,yes,weak,no,low,34,127,no,yes,no,high,1,24.36,Jammu Camp
965,2023-03-13 14:25:00,33.787188770053035,75.11380487472488,rural,rainy,morning,hovering,no,yes,none,no,strong,yes,high,10,22,no,no,yes,medium,1,16.96,Baramulla Post
966,2023-05-04 18:11:00,33.034926641850745,72.61934118945383,forest,rainy,morning,moving_slow,no,no,missile,no,none,no,low,38,58,yes,no,no,medium,0,27.6,Baramulla Post
967,2023-12-09 22:48:00,35.17427207731145,74.1802864786019,forest,windy,night,moving_fast,yes,yes,sniper,no,strong,no,medium,15,117,no,no,no,high,1,45.28,Kupwara Base
968,2023-05-02 04:50:00,35.2619182588285,73.88410557952987,rural,cloudy,afternoon,hovering,no,no,missile,yes,weak,yes,high,19,64,no,no,no,low,0,43.56,Jammu Camp
969,2023-07-08 04:53:00,34.597685765523785,74.81525148769397,mountain,windy,morning,moving_fast,yes,no,sniper,no,weak,yes,medium,48,63,no,no,yes,medium,0,34.34,Jammu Camp
970,2023-09-15 16:13:00,33.27013671083731,74.53029330347167,forest,windy,morning,stationary,yes,no,unknown,no,none,yes,low,34,48,yes,no,yes,medium,1,48.37,Baramulla Post
971,2023-01-04 13:43:00,35.121565950848215,73.88158181334498,urban,foggy,afternoon,moving_fast,yes,no,drone,yes,strong,no,medium,6,144,no,yes,no,medium,0,19.86,Jammu Camp
972,2023-04-07 17:01:00,35.28388776786195,72.66869244803448,border_zone,rainy,morning,stationary,yes,yes,unknown,no,none,no,medium,16,149,no,yes,no,medium,0,3.53,Baramulla Post
973,2023-04-04 11:47:00,34.509071630900316,74.55322375923598,urban,foggy,morning,stationary,no,no,sniper,no,none,no,high,46,70,yes,yes,yes,high,1,32.26,Baramulla Post
974,2023-11-10 14:44:00,33.04797098990968,75.08083920649425,border_zone,windy,night,hovering,yes,no,drone,no,strong,yes,high,6,11,yes,no,no,low,0,48.23,Srinagar Base
975,2023-08-15 03:14:00,34.45650666909784,73.79881327829476,urban,windy,afternoon,moving_slow,yes,no,unknown,no,weak,yes,medium,6,108,yes,no,yes,high,1,0.33,Baramulla Post
976,2023-07-20 17:41:00,32.665240418003634,74.78232884901202,forest,rainy,morning,hovering,no,yes,missile,yes,weak,yes,low,40,99,no,yes,yes,medium,1,26.27,Jammu Camp
977,2023-04-09 20:12:00,34.0114478828583,75.36944815217089,border_zone,windy,evening,moving_fast,no,yes,sniper,yes,none,yes,medium,13,33,no,yes,yes,low,1,21.59,Jammu Camp
978,2023-09-07 20:04:00,34.17054580752228,72.57052609983866,forest,windy,evening,hovering,yes,no,none,no,strong,yes,high,13,120,no,yes,yes,low,0,28.47,Baramulla Post
979,2023-02-10 14:19:00,34.38377913089753,73.10689303495218,mountain,foggy,evening,hovering,no,no,missile,yes,strong,no,high,50,186,yes,no,yes,medium,1,39.04,Srinagar Base
980,2023-04-12 05:39:00,33.33415154050667,73.175683098581,mountain,windy,evening,moving_slow,no,no,none,yes,strong,yes,medium,13,91,yes,no,yes,high,1,12.54,Jammu Camp
981,2023-01-21 08:59:00,35.40120259270869,73.80702921910373,mountain,windy,afternoon,moving_fast,no,yes,sniper,no,none,yes,medium,2,102,no,no,no,medium,1,10.73,Srinagar Base
982,2023-03-24 04:41:00,33.009678928800504,73.94947705754396,urban,foggy,morning,hovering,no,no,unknown,yes,weak,yes,medium,12,23,yes,yes,yes,medium,0,47.39,Baramulla Post
983,2023-03-10 22:00:00,34.860533454737364,73.21243735826616,border_zone,clear,afternoon,stationary,yes,yes,sniper,yes,none,yes,high,27,11,no,no,no,medium,1,47.53,Kupwara Base
984,2023-12-19 00:59:00,33.271489365114725,74.97310071336643,border_zone,windy,night,moving_slow,yes,yes,none,no,none,no,medium,28,140,yes,no,yes,medium,1,24.5,Srinagar Base
985,2023-05-14 13:33:00,33.14135663602227,74.56419497795952,forest,cloudy,afternoon,hovering,yes,no,unknown,no,none,yes,low,27,188,no,yes,no,low,0,40.61,Kupwara Base
986,2023-10-11 16:24:00,34.148332905747154,73.68528954097135,forest,cloudy,morning,stationary,no,no,none,yes,strong,yes,high,43,72,no,no,yes,low,1,34.37,Baramulla Post
987,2023-07-30 18:29:00,34.956190698439734,75.37625418226948,mountain,clear,night,stationary,no,no,unknown,yes,strong,yes,medium,46,171,yes,no,yes,medium,0,37.31,Jammu Camp
988,2023-12-30 22:56:00,34.48395544272297,74.46986292519578,border_zone,cloudy,afternoon,moving_slow,no,yes,drone,yes,weak,no,high,49,40,yes,no,no,low,1,9.32,Baramulla Post
989,2023-02-12 05:23:00,32.65952561562209,74.21951328250992,rural,clear,morning,moving_slow,no,yes,drone,yes,strong,no,medium,30,39,no,no,yes,low,0,22.26,Jammu Camp
990,2023-08-18 07:45:00,33.670950144352496,74.88719193118375,forest,foggy,night,hovering,yes,yes,none,yes,weak,no,high,1,40,yes,no,no,high,0,34.18,Jammu Camp
991,2023-01-12 08:05:00,34.504805858406264,75.47402598976967,forest,cloudy,night,stationary,no,no,drone,yes,none,no,high,23,166,yes,yes,yes,high,0,4.13,Jammu Camp
992,2023-03-01 02:44:00,34.28740680227432,72.64631906559785,border_zone,clear,night,moving_slow,no,no,drone,yes,weak,no,low,29,167,no,no,yes,high,1,34.82,Kupwara Base
993,2023-09-01 18:42:00,33.64124347996192,73.23207982234747,forest,rainy,morning,stationary,yes,no,missile,no,strong,yes,low,11,29,no,no,yes,medium,1,36.89,Srinagar Base
994,2023-03-01 08:21:00,34.4736365569476,72.81676200042074,urban,rainy,night,moving_fast,yes,yes,drone,yes,strong,no,high,48,30,no,no,yes,low,1,11.12,Kupwara Base
995,2023-03-01 05:01:00,34.9589234718373,73.39518300556304,forest,windy,afternoon,moving_fast,no,no,sniper,no,weak,no,medium,15,167,yes,yes,no,high,0,19.3,Srinagar Base
996,2023-07-23 12:09:00,32.62957754210044,74.68512404368465,border_zone,rainy,afternoon,hovering,no,no,unknown,no,strong,no,medium,16,70,no,no,no,low,0,25.72,Srinagar Base
997,2023-09-03 15:35:00,34.741054512115085,75.24074504836427,forest,clear,evening,moving_fast,no,yes,missile,no,weak,no,high,5,170,no,no,no,medium,0,16.41,Jammu Camp
998,2023-02-07 22:00:00,32.54293090892564,74.60392338705597,urban,foggy,night,moving_slow,yes,no,unknown,yes,none,yes,medium,4,107,no,yes,yes,medium,1,8.57,Kupwara Base
999,2023-03-03 06:23:00,32.56886280084463,74.30089977749572,mountain,foggy,morning,stationary,no,no,missile,no,none,no,medium,13,105,no,yes,no,low,1,38.34,Srinagar Base
1000,2023-05-03 06:51:00,34.88401578917219,74.9357405719618,rural,windy,night,stationary,no,no,none,no,strong,yes,medium,26,79,yes,yes,no,low,0,17.23,Srinagar Base
